LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 18,Date Last HAB listing 18,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2011?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,Sampled 2018?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,,
158,Lake Luzerne,Warren,Lake Luzerne,96,39,14110,5710,146.8,52.0,15.8,24.0,7.3,no,0.10,1999-2004,43.32281,-73.83250,B,B,no,Lake Luzerne Motel; Lake Luzerne Public Beach Wayside; Lake Luzerne Public Beach Pierpont; Island View Motel; Luzerne Music Center; The Elms,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Threatened,Fully supported,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,herbicides,Lake Luzerne Association,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
3,Lake Mahopac,Putnam,Mahopac,582,236,1201,486,2.1,66.9,20.4,28.5,8.7,no,6.71,"1986-1995, 1997-1998, 2000, 2002",41.38128,-73.74017,A,B,yes,Mahopac Golf and Beach Club,none reported,Eurasian watermilfoil,zebra mussels,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Lake Mahopac Park District ,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,yes,,,,,,,,,,,
159,Lake Meahagh,Westchester,Cortlandt,91,37,716,290,7.8,,,2.6,0.8,no,0.14,1999=2001,41.25379,-73.95041,C,,no,,none reported,none reported,none reported,4.3,Wallace Pond,,,NA,NA,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
228,Lake Missapogue (Big Fresh Pond),Suffolk,Southhampton,77,31,563,228,7.3,50.8,15.5,23.9,7.3,no,1.22,"2011-2014, 2016-2018",40.92016,-72.41925,B,,no,,none reported,none reported,none reported,0.6,Little Fresh Pond,,,NA,Stressed,Impaired,Fully supported,Unassessed,Unassessed,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Lake Missapogue Association,yes,Fred Vanderwerven,Downstate,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
18,Lake Moraine,Madison,Hamilton,250,101,5221,2113,20.9,42.7,13.0,18.0,5.5,no,0.79,1986-2018,42.85020,-75.52220,B,C,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,2015,no,NA,Stressed,Stressed,Threatened,Fair,Fair,Fully supported,16-Jun,30-Jun,3,1,1,0,2,0,1,1,mechanical,Lake Moraine Association ,yes,"Terry and Teena Spooner, Earl Ewing, James Finch",Central,Susquehanna River,west central,Central NY,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
54,Lake Myosotis,Albany,Rensselaerville,90,36,3917,1585,43.7,,,8.5,2.6,no,0.13,"1989-1993, 1995",42.51998,-74.15007,A,C,yes,Huyck Preserve Beach,none reported,none reported,Rusty crayfish,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,18-Aug,8-Sep,4,2,2,0,0,0,0,0,,,,,,Lower Hudson River,,Mohawk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Lake Neatahwanta,Oswego,Fulton,749,303,11020,4459,14.7,10.2,3.1,,1.4,yes,,2012,43.305356,-76.431442,B,,no,,,Eurasian watermilfoil; water chestnut,none reported,0,,"2012, 2013, 2014, 2015, 2016",yes,,,,,,,,26-May,27-Oct,21,18,18,12,13,14,5,5,,,yes,,,Seneca/Oneida/Oswego Rivers,,Central NY,LCI,no,,5,2,3,LCI,no,,,,,,,,,,,
86,Lake Nimham,Putnam,Kent,32,13,880,356,27.4,,,4.6,1.4,no,0.11,1991-1995,41.47786,-73.73200,B,"A,B",no,,none reported,brittle naiad,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
171,Lake of the Isles,Jefferson,Alexandria,1211,490,3235,1309,2.7,31.8,9.7,15.0,4.6,no,,2000-2001,44.32974,-75.98625,C,,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
160,Lake of the Woods,Jefferson,Alexandria,166,67,667,270,4.0,80.0,24.4,42.6,13.0,no,7.09,"1994-1995, 1999-2005, 2008, 2015-2018",44.31540,-75.72780,C,A,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,1,0,0,0,yes,Lake of the Woods Association,yes,Francis Wood,Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
1006.3,Lake Ontario-Golden Hill,Niagara,Somerset,2287250,925600,22264611,9010000,9.7,,,275.6,84.0,no,15.00,1995-1997,43.31336,-78.85162,A,,yes,YMCA Camp Kenan; Henderson Habor Yacht Club; Kring's Mobile Home Park; Docteur's Cottages; Roosevelt Cottages and Trailer Park; Willows on the Lake Campground; Waddington Town Beach; Crescent Yacht Club,none reported,Eurasian watermilfoil; Curly-leafed pondweed; starry stonewort,"quagga mussels, zebra mussels",0,,,,Fully supported,Impaired,Impaired,Fully supported,Fair,Fair,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lake Ontario,Ontario,western NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
1006.2,Lake Ontario-Wilson Tuscarora,Niagara,Wilson,2287250,925600,22264611,9010000,9.7,,,275.6,84.0,no,15.00,1995-1997,43.37339,-78.47463,A,,yes,YMCA Camp Kenan; Henderson Habor Yacht Club; Kring's Mobile Home Park; Docteur's Cottages; Roosevelt Cottages and Trailer Park; Willows on the Lake Campground; Waddington Town Beach; Crescent Yacht Club,none reported,Curly-leafed pondweed; starry stonewort,quagga mussels; zebra mussels; common carp,0,,,,Fully supported,Impaired,Impaired,Fully supported,Fair,Fair,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lake Ontario,Ontario,western NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
205,Lake Oscaleta,Westchester,South Salem,58,23,1594,645,27.7,37.7,11.5,22.3,6.8,no,0.71,"2006-2011, 2013-2018",41.29650,-73.56140,B,,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed; brittle naiad,none reported,0,,2016,no,NA,Fully supported,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,1,0,0,0,0,,Three Lakes Council,yes,"Janet Andersen, Louis Feeney, Jean and Paul Lewis",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
87,Lake Oscawana,Putnam,Putnam Valley,371,150,2965,1200,8.0,,,14.4,4.4,no,0.95,1991-1995,41.39576,-73.84874,A,A,yes,Abele Park Beach; Abele Park Children's Beach; Hilltop Beach; North View Estates; Lookout Manor Beach; Wildwood Knolls Beach,none reported,Eurasian watermilfoil; water chestnut,none reported,0,,,,Fully supported,Impaired,Impaired,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,"Lake Oscawana Civic Association, Inc.",,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
116,Lake Ossi,Putnam,Carmel,13,5,168,68,13.1,5.9,1.8,2.8,0.8,no,0.11,1996-2000,41.41642,-73.76051,B,,no,,none reported,none reported,none reported,2.1,Kirk Lake,,,NA,Fully supported,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
73,Lake Peekskill,Putnam,Putnam Valley,58,23,707,286,12.3,24.6,7.5,12.1,3.7,no,0.47,"1990-1994, 1996, 1998, 2000-2010, 2012-2018",41.33950,-73.88280,B,C,no,Carraras Beach Lake Peekskill; North Beach Lake Peekskill; Singers Beach Lake Peekskill,none reported,Curly leafed pondweed,none reported,0,,"2014, 2015, 2017",yes,NA,Fully supported,Stressed,Stressed,Good,Good,Fully supported,21-Jul,8-Sep,6,4,4,0,2,5,0,0,,Lake Peekskill Preservation Comittee ,yes,"David Mei, Lisa Diaz, Julia Favretto, Roseanne Walsh, Ted and Paula Muniak",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,3,2,3,CSLAP,no,,,,,14,,,,,,
88,Lake Placid,Essex,North Elba,2803,1134,12701,5140,4.5,164.0,50.0,28.9,8.8,no,5.40,1991-2018,44.32520,-73.95920,AAspec,B,yes,Whiteface Lodge Canoe Club Beach,none reported,variable watermilfoil,none reported,0,,2015,no,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,4,0,0,0,,Shore Owners' Association of Lake Placid ,yes,"Mark Wilson, Mary Thill",Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
240,Lake Pleasant,Hamilton,Lake Pleasant,1440,583,7911,3201,5.5,62.0,18.9,29.0,8.8,no,2.00,2014-2016,43.48720,-74.36380,AA,,yes,Speculator Village Beach; Camp Tapawingo; Bearhurst Lakeside Cottages; Camp-of-the-Woods; Northwoods Lodge,none reported,none reported,spiny waterflea,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,Lake Pleasant-Sacandaga Association ,yes,"Peter Tobiessen, James Olsen",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,yes,,0,0,0,CSLAP,no,,,,,,,,,,,
204,Lake Rippowam,Westchester,South Salem,32,13,1013,410,31.5,18.7,5.7,8.8,2.7,no,0.15,"2006-2011, 2013-2018",41.30010,-73.56280,B,,no,,none reported,Eurasian watermilfoil,none reported,0,,2016,no,NA,Fully supported,Stressed,Fully supported,Fair,Fair,Fully supported,21-Jul,21-Jul,1,1,1,1,0,0,0,0,,Three Lakes Council,yes,"Janet Andersen, Louis Feeney",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
133,Lake Salubria,Steuben,Bath,58,23,1842,746,32.0,21.3,6.5,10.0,3.1,no,0.25,"1997-2001, 2003-2008, 2015, 2017-2018",42.32927,-77.29298,B,,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,mechanical,Lake Salubria Association,yes,,Western,Chemung River,Finger Lakes,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
166,Lake Sunnyside,Warren,Queensbury,26,10,157,63,6.1,31.8,9.7,15.0,4.6,no,1.50,"1999-2003, 2011-2015, 2017-2018",43.37535,-73.63979,B,,no,,none reported,Eurasian watermilfoil,none reported,0,,2013,no,NA,Fully supported,Stressed,Fully supported,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,5,0,herbicides,Protective Association of Lake Sunnyside,yes,,Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
,Lake Superior,Sullivan,Bethel,179,73,3077,1245,17.2,26.9,8.2,8.5,2.6,no,0.29,2015,41.66428,-74.874768,B,A,no,Lake Superior State Park,,none reported,none reported,5.8,Swinging Bridge Reservoir,,,NA,Fully Supported,Stressed,Fully supported,Good,Good,Fully Supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Delaware River,Mid Atlantic,Mid Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
1005,Lake Taghanic,Columbia,Gallatin,160,65,1619,655,10.1,40.0,12.1,19.0,5.6,no,1.20,2005,42.08766,-73.71019,B(T),A,no,,none reported,Curly-leafed pondweed,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lower Hudson River,,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Lake Temalo,Oswego,Schroeppel,13,5,266,108,20.7,,,,,yes,,,43.28415394,-76.25944725,C(T),,no,Camp Talooli,,,,,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,1,0,0,0,0,,,yes,"July: David Kelley, SC",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
93,Lake Tibet,Putnam,Kent,38,16,434,176,11.3,,,3.0,0.9,no,0.14,1991-1993,41.45236,-73.77956,B,A,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
161,Lake Titus,Franklin,Malone,435,176,4151,1680,9.5,,,16.4,5.0,no,0.83,1999-2001,44.72574,-74.28210,B(T),A,no,Lake Titus Trailer Park,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Fair,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Lake Treman,Tompkins,Ithaca,6,3,6892,2789,1072.7,,,,,yes,,2007,42.39860958,-76.51134064,B,B,no,,,,,,,,,NA,Stressed,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,"August: Karen Terbush, Erin Lennon, Greta Alvarado",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
4,Lake Waccabuc,Westchester,South Salem,128,52,2199,890,17.2,46.6,14.2,23.9,7.3,no,0.91,"1986-1991, 1993-1995, 2000, 2002, 2006-2018",41.29770,-73.58410,A,0,yes,Waccabuc Country Club,none reported,Eurasian watermilfoil; Brazilian elodea; Curly leafed pondweed; water chestnut; brittle naiad,none reported,0,,"2012, 2013, 2016",yes,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,3,0,1,2,4,,Three Lakes Council,yes,"Janet Andersen, Louis Feeney",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,3,2,3,CSLAP,no,,,,,,,,,,,
94,Lake Wanaksink,Sullivan,Thompson,307,124,1211,490,3.9,,,23.0,7.0,no,3.30,1991-1995,41.61873,-74.56512,B,C,no,,none reported,none reported,none reported,6.3,Pleasure Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Delaware River,Mid Atlantic,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Lake Washington,Orange,New Windsor,173,70,559,226,3.2,40.0,12.2,19.7,6.0,no,3.52,2012-2013,41.492732,-74.071498,A,,yes,,,Curly leafed pondweed,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lower Hudson River,,lower Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
48,Lamoka Lake,Schulyer,Tyrone,826,334,17915,7250,21.7,46.2,14.1,21.7,6.6,no,0.80,"1988-1990, 2013",42.39658,-77.08490,A,,yes,Lamoka Baptist Camp,none reported,Eurasian watermilfoil; Curly leafed pondweed; brittle naiad,none reported,0,,,,Fully supported,Stressed,Impaired,Stressed,Fair,Poor,Fully supported,6-Oct,22-Oct,3,1,1,0,0,0,1,0,herbicides,Lamoka-Waneta Lakes Foundation,,,Western,Chemung River,western FL,Finger Lakes,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
233,Laurel Lake,Broome,Sanford,13,5,70,29,5.5,40.0,12.2,18.4,5.6,yes,1.87,2012-2016,42.01040,-75.48030,B,,no,,none reported,none reported,none reported,5.5,Deer Lake,"2012, 2015, 2016",yes,NA,Impaired,Impaired,Unassessed,Unknown,Unknown,Unassessed,NA,NA,0,0,0,2,4,1,1,2,,Laurel Lake Association,yes,"Victor and Marilyn Corbin, Lars Updale",Central,Delaware River,Mid Atlantic,Central NY,CSLAP,yes,,3,2,3,CSLAP,no,,,,,,,,,,,
,Lawson Lake,Albany,Feura Bush,26,10,1048,424,40.8,13.5,4.1,6.2,1.9,yes,,"2014-2015, 2017",42.54039,-73.9595,B,?Nancy Lawson Dam,no,,,Curly leafed pondweed; water chestnut,none reported,0,,"2013, 2014, 2015, 2016, 2017",yes,NA,Stressed,Impaired,Threatened,Poor,Unassessed,Unassessed,11-Aug,27-Oct,9,4,4,3,6,2,6,0,,,yes,,,Lower Hudson River,,Mohawk,LCI,no,,5,2,3,LCI,no,,,,,,,,,,,
38,Lebanon Reservoir,Madison,Lebanon,90,36,3185,1289,35.5,45.9,14.0,21.0,6.4,no,0.58,"1988-1994, 1997-2001, 2004-2005, 2011-2013, 2015-2018",42.80290,-75.60690,B(T),C,no,Lebanon Reservoir Campground,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Stressed,Threatened,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,mechanical,Lebanon Reservoir Lot Owners Association,yes,Bob Washbon,Central,Susquehanna River,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
97,Leland Pond,Madison,Eaton,96,39,2723,1102,28.3,,,10.2,3.1,no,0.54,1992-1996,42.87430,-75.57323,C,B,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels,0,,,,NA,NA,Threatened,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Leland Pond Betterment Association,,,,Susquehanna River,,Central NY,CSLAP,no,,0,0,0,CSLAP,yes,,,,,,,,,,,
219,Lily Pond,Suffolk,Southhampton,5,2,95,39,20.3,6.9,2.1,3.2,1.0,no,0.17,"2009-2013, 2015",40.93829,-72.21288,C,,no,,none reported,none reported,none reported,5.7,Little Long Pond,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,Downstate,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
134,Lime Lake,Cattaraugus,Machias,154,62,960,389,6.2,36.1,11.0,18.0,5.5,no,1.39,"1997-1999, 2001-2002, 2005, 2011-2014, 2016-2018",42.42740,-78.47920,B,B,no,,none reported,Eurasian watermilfoil,zebra mussels,0,,"2012, 2013, 2014, 2017",yes,NA,Stressed,Impaired,Fully supported,Poor,Fair,Fully supported,22-Sep,6-Oct,3,2,2,0,0,1,2,5,yes,Lime Lake Cottage Owners Association,yes,"Gail and Tom Reese, Wendy Thompson, Marcia Bender",Western,Lake Erie/Niagara River,western NY,western NY,CSLAP,no,,4,2,3,CSLAP,yes,,,,,,,,,,,
,Limekiln Lake,Hamilton,Inlet,461,187,3482,1409,7.6,71.8,21.9,20.0,6.1,no,1.45,2013,43.71429,-74.78976,A(T),,yes,,,none reported,none reported,2.5,Fulton 6th Lake,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Black River,western Adk,western Adk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
135,Lincoln Pond,Essex,Elizabethtown,721,292,9884,4000,13.7,25.3,7.7,9.8,3.0,no,0.70,"1997-2001, 2004, 2008-2016, 2018",44.12990,-73.58050,B(T),B,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Impaired,Fully supported,Good,Poor,Impaired,NA,NA,0,0,0,0,0,0,0,0,,Lincoln Pond Association ,yes,Wayne Johnson,Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Linlyco Pond,Cattaraugus,New Albion,13,5,624,253,48.6,4.6,1.4,,0.6,yes,,2011-2012,42.27255,-78.8306,B(T),A,no,,,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Impaired,Stressed,Fair,Fair,Fully Supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Allegheny River,western NY,western ny,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
58,Little Fresh Pond,Suffolk,Southhampton,19,8,554,224,28.7,19.7,6.0,9.8,3.0,no,0.36,"1989-1994, 1997, 2002-2018",40.91820,-72.40850,B,,no,,none reported,fanwort; Curly leafed pondweed,none reported,0,,2015,no,NA,Stressed,Impaired,Fully supported,Unassessed,Unassessed,Fully supported,NA,NA,0,0,0,0,2,0,0,0,,Little Fresh Pond Association,yes,"Ann and John Barzola, Robert Goldfarb, Paul Schaye, Foster Maer, Jessica and Brian Hynes",Downstate,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
210,Little Long Pond,Suffolk,Southampton,13,5,241,98,18.8,20.0,6.1,9.4,2.9,no,0.53,"2007-2010, 2012-2018",40.97760,-72.29620,C,D,no,,none reported,fanwort,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Friends of the Long Pond Greenbelt,yes,"Jean Dodds, Dai Dayton, Doreen Johnston, Sara Ferguston",Downstate,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
43,Little Sodus Bay,Cayuga,Fair Haven,715,290,1674,678,2.3,38.4,11.7,14.8,4.5,no,5.04,"1988-1995, 2016",43.32977,-76.70950,B,,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,zebra mussels,0,,,,NA,Impaired,Impaired,Stressed,Poor,Poor,Stressed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,Western,Lake Ontario,Ontario,Finger Lakes,CSLAP,yes,,0,0,0,CSLAP,yes,,,,,,,,,,,
221,Little We Wah Lake,Orange,Tuxedo,11,5,3875,1568,348.4,15.1,4.6,7.1,2.2,no,0.01,"2009-2012, 2014-2018",41.21060,-74.20050,B,B,no,,none reported,Eurasian watermilfoil,none reported,0,,"2012, 2014, 2017",yes,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,18-Aug,13-Oct,6,2,2,1,0,2,0,3,,Tuxedo Park Environmental Committee ,yes,"Alan McHugh, J. Heffernan",Downstate,Raritan/Newark Bay,Mid Atlantic,lower Hudson,CSLAP,no,,3,2,3,CSLAP,no,,,,,,,,,,,
148,Little Wolf Lake,Franklin,Tupper Lake,160,65,6919,2800,43.2,26.2,8.0,16.4,5.0,no,1.70,"1998-2000, 2015 (L)",44.25348,-74.47927,B,A,no,,none reported,none reported,none reported,7.3,Upper Saranac Lake-South,,,NA,Stressed,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Long Lake,Oneida,Forestburg,151,61,,,,29.8,9.1,,,,,2018,43.5523,-75.1571,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Long Pond,Chenango,Smithville,115,47,4483,1814,38.9,13.1,4.0,,,no,,2013-2014,42.42023,-75.84813,C,B,no,,,Eurasian watermilfoil,none reported,0,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,1,0,0,0,0,,,yes,,,Susquehanna River,,Central NY,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
249,Long Pond,Columbia,Ancram,12,5,1971,798,168.2,25.9,7.9,,,no,,2017-2018,42.068622,-73.591409,B,n/a,no,,,Curly Leafed Pondweed,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,Friends of Long Lake,,Mark Pitsch & George Hoffman,,,,,,,,,,,,,,,,,,,,,,,
,Long Pond,Monroe,Rochester,474,192,15759,6377,33.3,6.6,2.0,,,no,,"2016, 2017",43.2898267,-77.6919651,B,,no,,,Eurasian watermilfoil; flowering rush; European frogbit,common carp,0,,2013,no,NA,Impaired,Impaired,Fully supported,Poor,Fair,Stressed,NA,NA,0,0,0,0,0,0,2,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BL; August: David Kelley, BL",,Lake Ontario,Ontario,Finger Lakes,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
1001,Long Pond,Rensselaer,Grafton,115,47,544,220,4.7,30.0,9.1,14.0,4.2,no,0.70,1994-2003,42.79210,-73.43870,A(T),B,yes,,none reported,Eurasian watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
209,Long Pond,Suffolk,Southampton,27,11,1136,460,42.6,8.2,2.5,3.8,1.2,yes,0.09,2016-2018,40.93726,-72.32372,B,,no,,,variable leaf watermilfoil,none reported,0,,,,,,,,,,,NA,NA,0,0,0,0,0,0,2,0,,Friends of the Long Pond Greenbelt,yes,"Jean Dodds, Dai Dayton, Doreen Johnston",Downstate,,NYC LI,NYC LI,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
