OBJECTID_1,FDate,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET,SHAPE_AREA_1,Shape_Length,Shape_Area
558,7/8/2009 0:00:00,00976136,Chub Lake,04150302001450,390,39009,0.000000000000000,0.000000000000000,1.323247000000000,49.771889000000002,51.095100000000002,643.532000000000040,119.159482022000010,0.428796224460000,0.000000000000000,St. Lawrence River Basin,09,0.067903010105700,02001450,2,0905CHU0081,SL-25-69A-P81,St Lawrence,Lake,Chub Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905CHU0081_C,No,C,0905-0131,Chub Lake Centroid,44.3377991,-75.3463974,0.011104538030000, ,1246,0905-0131,SL-25- 69a-P81,Chub Lake,entire lake,Saint Lawrence River,L,93.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0131.pdf,377012.394816562010000,0.067903010105665,0.000054457916980
559,5/11/2009 0:00:00,00976360,Grass Pond,04150305004319,390,39009,1.470149000000000,22.795020000000001,0.000000000000000,1818.163995000000100,1842.430000000000100,22084.799999999999000,2805.344120000000200,0.656756920070000,0.000000000000000,St. Lawrence River Basin,09,0.983750707390000,05004319,2,0903BOG0175,SL-1-P109-11-P175,Hamilton,Lake,Bog Lake, ,No,St. Lawrence River Basin,Raquette River,0903BOG0175_C,No,CT,0903-0151,Bog Lake Centroid,44.0458984,-74.7732010,0.008649920990000, ,1240,0903-0151,"SL- 1-P109-11-P156, P168",Bog River Flow,entire lake,Saint Lawrence River,L,3060.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0903-0151.pdf,12383828.544654001000000,0.983750707389965,0.001276509810554
560,5/11/2009 0:00:00,00970513,Raquette Pond,04150305004967,390,39009,1415.753036999999900,2401.770468000000200,163.059647000000010,40542.406153000004000,85618.300000000003000,456052.000000000000000,5226.631590000000000,16.381200000000000,41095.349999999999000,St. Lawrence River Basin,09,0.957846689564000,05004967,2,0903TUP0109,SL-1-P109,"Franklin, St Lawrence",Lake,Tupper Lake, ,Yes,St. Lawrence River Basin,Raquette River,0903TUP0109_C,Yes,A,0903-0075,Tupper Lake Centroid,44.1968994,-74.4897995,8.624272262320000, ,1060,0903-0075,SL- 1 (portion  8)/P85,Piercefield Flow,entire lake,Saint Lawrence River,L,471.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/16/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0075.pdf,1906955.076227220000000,0.957846689564076,0.002382501263122
561,9/7/2009 0:00:00,00970348,Meacham Lake,04150306001226,390,39009,58.805940999999997,217.388524999999990,45.652031000000001,3158.869239000000100,3480.719999999999800,34719.000000000000000,1201.829120000000100,2.896181893150000,0.000000000000000,St. Lawrence River Basin,09,0.123304488007000,06001226,2,0902MEA0179A,SLC-32-52-P179A,Franklin,Lake,Meacham Lake, ,Yes,St. Lawrence River Basin,St. Regis-Salmon-Chateaugay Rivers,0902MEA0179A_C,No, ,0902-0039,Meacham Lake Centroid,44.5620995,-74.2863007,0.267800767720000, ,764,0902-0039,SL(C)-32-52-P179a,Meacham Lake,entire lake,Saint Lawrence River,L,1170.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,UnAssessed,-,UnAssessed,UnAssessed,Impaired,Verification of Sources Needed,12/8/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0902-0039.pdf,4735199.334502849700000,0.123304488007170,0.000551316891234
562,5/25/2010 0:00:00,00968266,Upper Chateaugay Lake,04150308000130,390,39009,198.470052000000010,384.071569000000010,22.684239000000002,4855.472399999999700,6099.960000000000000,52320.000000000000000,2548.015109999999800,2.394004351100000,639.260999999999970,St. Lawrence River Basin,09,0.275958578813000,08000130,2,0902UCH0002,SLC-21-P2,"Clinton, Franklin",Lake,Upper Chateaugay Lake, ,Yes,St. Lawrence River Basin,St. Regis-Salmon-Chateaugay Rivers,0902UCH0002_C,Yes,D,0902-0034,Upper Chateaugay Lake Centroid,44.7411995,-73.9675980,0.488414529060000,2010,762,0902-0034,SL(C)-21 (portion 3)/P2,Upper Chateaugay Lake,entire lake,Saint Lawrence River,L,2564.1,UnAssessed,-,UnAssessed,-,Stressed,Unconfirmed,Stressed,Unconfirmed,Impaired,Known,UnAssessed,-,UnAssessed,UnAssessed,Impaired,Verification of Sources Needed,12/8/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0902-0034.pdf,10376551.166022301000000,0.275958578813145,0.001172322807905
563,8/4/2009 0:00:00,00958040,Mud Lake,04150303000600,390,39004,173.477527000000010,112.008076000000000,239.035168000000000,197.619753000000000,1105.700000000000000,3262.880000000000100,220.161454356000010,5.022210301220000,383.556600000000000,St. Lawrence River Basin,09,0.053130572143300,03000600,2,0906MUD0057,SL-25-7-P1-8-P54-2-P57,Jefferson,Lake,Mud Lake, ,No,St. Lawrence River Basin,Indian River,0906MUD0057_C,No,C,0906-0007,Mud Lake Centroid,44.2916985,-75.8090973,4.124610503030000, ,882,0906-0007,SL-25-  7/P1- 8-P54..P57,Mud Lake,entire lake,Saint Lawrence River,L,224.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,1/7/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0906-0007.pdf,907565.783196465000000,0.053130572143276,0.000100533001933
564,7/8/2009 0:00:00,00960015,Payne Lake,04150302001549,390,39009,10.291040000000001,3.443767000000000,29.695226000000002,41.610011000000000,85.040000000000006,642.135999999999970,168.281600986000000,0.505343676920000,0.000000000000000,St. Lawrence River Basin,09,0.060327137399900,02001549,2,0905PAY0068,SL-25-49-1-P68,Jefferson,Lake,Payne Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905PAY0068_C,No,C,0905-0124,Payne Lake Centroid,44.2834015,-75.6455994,0.258079247790000,2010,1408,0905-0124,SL-25- 49-P68,Payne Lake,entire lake,Saint Lawrence River,L,148,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0124.pdf,598806.524499293070000,0.060327137399865,0.000076835079901
565,8/4/2009 0:00:00,00945268,Burnt Pond,04150303000646,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,47.169873000000003,47.169899999999998,490.113000000000000,12.382154075200001,3.809504607480000,0.000000000000000,St. Lawrence River Basin,09,0.017178314011700,03000646,2,0906BUR0039,SL-25-7-P1-3-57-P39,Lewis,Lake,Burnt Pond, ,No,St. Lawrence River Basin,Indian River,0906BUR0039_C,No,C,0906-0053,Burnt Pond Centroid,44.1414986,-75.4263992,0.000002180560000, ,997,0906-0053,SL-25-  7/P1- 3-55-P24..P30a,Burnt Pond,entire lake,Saint Lawrence River,L,15.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0906-0053.pdf,63317.230789568501000,0.017178314011706,0.000005640282922
566,7/8/2009 0:00:00,00976000,Bonner Lake,04150302001525,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,98.543002999999999,98.543000000000006,1069.550000000000000,56.511582369899998,1.743766478790000,0.000000000000000,St. Lawrence River Basin,09,0.025611467900500,02001525,2,0905BON0090,SL-25-73-7-P90,St Lawrence,Lake,Bonner Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905BON0090_C,No,C,0905-0134,Bonner Lake Centroid,44.2565002,-75.3009033,-0.000000053086500, ,1248,0905-0134,SL-25- 73- 7-P90,Bonner Lake,entire lake,Saint Lawrence River,L,52.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0134.pdf,211026.625784239000000,0.025611467900501,0.000025792162293
567,8/4/2009 0:00:00,00976097,Cedar Lake,04150304000804,390,39009,13.231337000000000,6.196418000000000,48.860072000000002,67.785843999999997,136.074000000000010,881.408999999999990,70.926347265199993,1.918520764800000,0.000000000000000,St. Lawrence River Basin,09,0.034001542295100,04000804,2,0904CED0290,SL-2-25-2-22-P290,St Lawrence,Lake,Cedar Lake, ,No,St. Lawrence River Basin,Grass River,0904CED0290_C,No,B,0904-0024,Cedar Lake Centroid,44.3484001,-75.2622986,0.962803790600000,2009,1478,0904-0024,SL- 2-25- 2-22-P290,Cedar Lake,entire lake,Saint Lawrence River,L,69.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0024.pdf,279656.598443608030000,0.034001542295069,0.000032421066688
568,7/8/2009 0:00:00,00977249,Smith Pond,04150302001508,390,39004,8.820891000000000,1.157767000000000,26.559463000000001,23.707253999999999,60.245399999999997,314.812999999999990,11.751649145000000,5.126546432490000,0.000000000000000,St. Lawrence River Basin,09,0.011474403080600,02001508,2,0905SMI0122,SL-25-P122,St Lawrence,Lake,Smith Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905SMI0122_C,No,C,0905-0143,Smith Pond Centroid,44.2504997,-75.2233963,3.109193062960000, ,881,0905-0143,"SL-25- 73-19- 3- 6-P122,P122a","Smith Pond, Jones Pond",total area of both lakes,Saint Lawrence River,L,39.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0143.pdf,158203.428393493000000,0.011474403080647,0.000005362993843
569,7/8/2009 0:00:00,00948221,Deer Pond,04150302001744,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,24.418915999999999,24.418900000000001,260.877999999999990,20.483850357700000,1.192105760080000,0.000000000000000,St. Lawrence River Basin,09,0.018193186629600,02001744,2,0905DEE0233,SL-25-73-40-1-P233,Lewis,Lake,Deer Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905DEE0233_C,No,CT,0905-0167,Deer Pond Centroid,44.0115013,-75.1900024,-0.000000781103000, ,656,0905-0167,SL-25- 73..P233,"Little Deer Pond, more",entire lake,Saint Lawrence River,L,18,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0167.pdf,72675.569406194496000,0.018193186629603,0.000009310822706
570,7/8/2009 0:00:00,00975938,Bear Lake,04150302001610,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,55.843259000000003,55.843299999999999,602.778000000000020,19.297954236399999,2.893739839780000,0.000000000000000,St. Lawrence River Basin,09,0.018527979250100,02001610,2,0905BEA0134,SL-25-73-19-5-1-P134,St Lawrence,Lake,Bear Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905BEA0134_C,No,CT,0905-0147,Bear Lake Centroid,44.1585007,-75.1611023,0.000002124580000, ,1020,0905-0147,SL-25- 73-19- 5- 1-P134,Bear Lake,entire lake,Saint Lawrence River,L,31.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0147.pdf,128010.818961886990000,0.018527979250083,0.000008793400915
571,7/8/2009 0:00:00,00977083,Sucker Lake,04150302001577,390,39004,20.582079000000000,0.000000000000000,0.000000000000000,63.916179000000000,84.498300000000000,739.678000000000000,89.463330042799996,0.944501607080000,0.000000000000000,St. Lawrence River Basin,09,0.031366121701900,02001577,2,0905SUC0274,SL-25-101-8-P274,St Lawrence,Lake,Sucker Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905SUC0274_C,No,CT,0905-0173,Sucker Lake Centroid,44.1795998,-75.1196976,0.230062093490000, ,722,0905-0173,SL-25-101..P274,Sucker Lake,entire lake,Saint Lawrence River,L,87.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0173.pdf,353437.644440912000000,0.031366121701917,0.000040779345719
572,8/4/2009 0:00:00,00977091,Sweet Pond,04150304000827,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,19.904308000000000,19.904299999999999,216.803000000000000,13.868392998299999,1.435228148090000,0.000000000000000,St. Lawrence River Basin,09,0.012116004552000,04000827,2,0904SWE0296,SL-2-45-15-P296,St Lawrence,Lake,Sweet Pond, ,No,St. Lawrence River Basin,Grass River,0904SWE0296_C,No,CTS,0904-0031,Sweet Pond Centroid,44.3051987,-75.1037979,-0.000000576851000, ,801,0904-0031,SL- 2-45-15-P296,Sweet Pond,entire lake,Saint Lawrence River,L,13.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0031.pdf,52851.614501367701000,0.012116004552016,0.000006334853957
573,7/8/2009 0:00:00,00956659,Massawepie Pond,04150302001711,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,26.598382000000001,26.598400000000002,286.627000000000010,17.735499731800001,1.499725544930000,0.000000000000000,St. Lawrence River Basin,09,0.015101461110300,02001711,2,0905MAS0173,SL-25-73-26-16-P173,Herkimer,Lake,Massawepie Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905MAS0173_C,No,D,0905-0161,Massawepie Pond Centroid,44.0270004,-75.0845032,0.000001014910000, ,1410,0905-0161,"SL-25- 73-26-16-P171,P173","Wolf Pond, Massawepie Pond",total area of both lakes,Saint Lawrence River,L,26.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0161.pdf,106949.427447066990000,0.015101461110324,0.000008063675723
574,7/8/2009 0:00:00,00976211,Crystal Lake,04150302001656,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,1.512283000000000,1.512283000000000,31.608000000000001,14.538122008200000,0.104021894930000,0.000000000000000,St. Lawrence River Basin,09,0.011323648529400,02001656,2,0905CRY0289,SL-25-101-24-5-P285-A-P289,St Lawrence,Lake,Crystal Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905CRY0289_C,No,CT,0905-0030,Crystal Lake Centroid,44.1017990,-75.0684967,0.000000000000000, ,641,0905-0030,SL-25-101..P289,"Crystal Lake, more",entire lake,Saint Lawrence River,L,14.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0030.pdf,58733.151320088604000,0.011323648529424,0.000006618203539
575,7/8/2009 0:00:00,00956112,Lower South Pond,04150302001742,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,49.282620999999999,49.282600000000002,604.357999999999950,43.130030720800001,1.142652119100000,0.000000000000000,St. Lawrence River Basin,09,0.030611265683400,02001742,2,0905LSO0198,SL-25-73-26-43-P198,Herkimer,Lake,Lower South Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905LSO0198_C,No, ,0905-0012,Lower South Pond Centroid,43.9845009,-75.0075989,-0.000000486900000, ,1280,0905-0012,"SL-25- 73-26-43-P198,P199,P200","Lower, Middle, Upper South Ponds",total area of all three lakes,Saint Lawrence River,L,102.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0012.pdf,413194.371036727970000,0.030611265683410,0.000019595870024
576,7/8/2009 0:00:00,00977089,Sunny Pond,04150302001579,390,39004,1.470149000000000,0.496186000000000,0.000000000000000,11.675711000000000,13.641999999999999,129.789999999999990,14.921032042900000,0.914283004070000,0.000000000000000,St. Lawrence River Basin,09,0.011920047099000,02001579,2,0905SUN0291,SL-25-P291,St Lawrence,Lake,Sunny Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905SUN0291_C,No,C,0905-0177,Sunny Pond Centroid,44.1562004,-74.9837036,0.131779691540000, ,705,0905-0177,SL-25-101..P291,Sunny Pond,entire lake,Saint Lawrence River,L,8.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0177.pdf,33174.977875924902000,0.011920047098956,0.000006798671272
577,7/8/2009 0:00:00, , ,04150302001543,390,39009,0.000000000000000,2.398232000000000,3.024565000000000,44.567858000000001,49.990699999999997,642.417000000000030,160.896715059999990,0.310700283600000,0.000000000000000,St. Lawrence River Basin,09,0.041652561069200,02001543,2,0905UWB5247,SL-25-101-30-P5247,St Lawrence,Lake,Unnamed Water, ,No,St. Lawrence River Basin,Oswegatchie River,0905UWB5247_C,No,D,0905-0181,Unnamed Water Centroid,44.1903000,-74.9697037,0.033703870200000, ,914,0905-0181,SL-25-101..P290a,Little River Pond,entire lake,Saint Lawrence River,L,232.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0181.pdf,940844.569030131100000,0.041652561069218,0.000073354028229
578,8/4/2009 0:00:00,00976661,Mile Pond,04150304000776,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,100.166483000000000,100.166000000000000,1033.089999999999900,17.796547707399998,5.628422132580000,0.000000000000000,St. Lawrence River Basin,09,0.018805382189700,04000776,2,0904MIL0342,SL-2-59-13-2-P342,St Lawrence,Lake,Mile Pond, ,No,St. Lawrence River Basin,Grass River,0904MIL0342_C,No,CT,0904-0054,Mile Pond Centroid,44.3432999,-74.9749985,-0.000027140100000, ,1225,0904-0054,"SL- 2-59-13-P342,P343","Mile Pond, Allen Pond",total area of both lakes,Saint Lawrence River,L,31.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0054.pdf,129120.113021943010000,0.018805382189713,0.000008134307671
579,7/8/2009 0:00:00,00955504,Little Crooked Lake,04150302001712,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,12.276176000000000,12.276199999999999,139.894000000000010,18.572005240999999,0.661004336400000,0.000000000000000,St. Lawrence River Basin,09,0.017024348367100,02001712,2,0905LCR0372,SL-25-132-7-P372,Herkimer,Lake,Little Crooked Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905LCR0372_C,No, ,0905-0005,Little Crooked Lake Centroid,44.0046005,-74.9421997,0.000001292270000, ,1615,0905-0005,SL-25-P309..P364 thru P381 (sel),Minor Lakes Trib to Upper Oswegatchie,total area of all selected lakes,Saint Lawrence River,L,248,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0005.pdf,1003673.900586150000000,0.017024348367110,0.000008440897917
580,1/11/2013 0:00:00,00976182,Cook Pond,04150304002977,390,39009,20.582079000000000,0.413488000000000,0.000000000000000,8.673386000000001,29.669000000000000,133.988000000000000,45.067150816700000,0.658327683520000,0.000000000000000,St. Lawrence River Basin,09,0.020019736206800,04002977,2,0904COO0347,SL-2-59-25-P347,St Lawrence,Lake,Cook Pond, ,No,St. Lawrence River Basin,Grass River,0904COO0347_C,No,CT,0904-0057,Cook Pond Centroid,44.2467995,-74.8889008,0.465874004000000,2009,1577,0904-0057,SL- 2-59-24-P347,Cook Pond,entire lake,Saint Lawrence River,L,43.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0057.pdf,176652.829813957010000,0.020019736206846,0.000020565726110
581,12/4/2008 0:00:00,00976155,Close Pond,04150305001243,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,16.279277000000000,16.279299999999999,171.276999999999990,10.767056245499999,1.511952443530000,0.000000000000000,St. Lawrence River Basin,09,0.012731994501000,05001243,2,0903CLO0006,SL-1-26-P6,St Lawrence,Lake,Close Pond, ,No,St. Lawrence River Basin,Raquette River,0903CLO0006_C,No,D,0903-0087,Close Pond Centroid,44.5596008,-74.8651962,0.000002136150000, ,1092,0903-0087,SL- 1- 26-P6,Close Pond,entire lake,Saint Lawrence River,L,10.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0087.pdf,43471.379943945401000,0.012731994501042,0.000004939364107
582,7/8/2009 0:00:00,00976194,Cowhorn Pond,04150302001630,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,32.647512999999996,32.647500000000001,353.648000000000020,21.823665477900001,1.495968357520000,0.000000000000000,St. Lawrence River Basin,09,0.027493713763600,02001630,2,0905COW0327,SL-25-P309-12-1-P327,St Lawrence,Lake,Cowhorn Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905COW0327_C,No, ,0905-0037,Cowhorn Pond Centroid,44.0923004,-74.8508987,-0.000000595684000, ,617,0905-0037,"SL-25-P309-12-P325,P327","Indian Mountain Pond, Cowhorn Pond",total area of both lakes,Saint Lawrence River,L,33.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0037.pdf,135598.262143627010000,0.027493713763633,0.000009933206918
583,12/4/2008 0:00:00,00976331,French Lake,04150305001268,390,39009,1.470149000000000,0.000000000000000,0.000000000000000,8.651146000000001,10.121300000000000,104.738000000000000,18.989899326700002,0.532983078310000,0.000000000000000,St. Lawrence River Basin,09,0.018511861609500,05001268,2,0903FRE0013,SL-1-33-4-P13,St Lawrence,Lake,French Lake, ,No,St. Lawrence River Basin,Raquette River,0903FRE0013_C,No,D,0903-0092,French Lake Centroid,44.4696007,-74.8617020,0.077417682670000, ,570,0903-0092,SL- 1- 33- 1- 4-P13,French Lake,entire lake,Saint Lawrence River,L,14.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0903-0092.pdf,60065.898049363903000,0.018511861609501,0.000008698289121
584,2/25/2005 0:00:00,00977097,Tamarack Pond,04150305004479,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,16.012404000000000,16.012400000000000,199.411000000000000,16.376597104500000,0.977761368730000,0.000000000000000,St. Lawrence River Basin,09,0.013760749667100,05004479,2,0903TAM0171,SL-1-P109-11-P155-2-P171,St Lawrence,Lake,Tamarack Pond, ,No,St. Lawrence River Basin,Raquette River,0903TAM0171_C,No, ,0903-0025,Tamarack Pond Centroid,44.0758018,-74.8449020,-0.000000244251000, ,643,0903-0025,"SL- 1-P109-11-P156..P168..P171,P172","Tamarack Pond, High Pond",total area of both lakes,Saint Lawrence River,L,24.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0025.pdf,100273.314159399000000,0.013760749667088,0.000007451867379
585,8/4/2009 0:00:00,00975946,Beaver Pond,04150304000773,390,39004,0.000000000000000,0.000000000000000,0.000000000000000,13.165754000000000,13.165800000000001,153.601000000000000,22.575284702099999,0.583193265280000,0.000000000000000,St. Lawrence River Basin,09,0.015180912574000,04000773,2,0904BEA0362,SL-2-59-32-7-P362,St Lawrence,Lake,Beaver Pond, ,No,St. Lawrence River Basin,Grass River,0904BEA0362_C,No,CT,0904-0002,Beaver Pond Centroid,44.3292999,-74.8030014,0.000002037630000, ,1483,0904-0002,"SL- 2-59-32..P359,P361,P362","Len Pond, Wolf Pond, Beaver Pond",total area of all three lakes,Saint Lawrence River,L,56,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0904-0002.pdf,226403.780596463010000,0.015180912573994,0.000010316138871
586,5/11/2009 0:00:00,00946828,Clear Pond,04150305001484,390,39009,0.000000000000000,0.000000000000000,0.000000000000000,34.471147999999999,34.471100000000000,428.413000000000010,72.951429800800000,0.472521897020000,0.000000000000000,St. Lawrence River Basin,09,0.025146992359700,05001484,2,0903CLE0176,SL-1-P109-11-P175-1-P176,Hamilton,Lake,Clear Pond, ,No,St. Lawrence River Basin,Raquette River,0903CLE0176_C,No,CT,0903-0153,Clear Pond Centroid,44.0402985,-74.7633972,-0.000000657972000, ,1170,0903-0153,SL- 1-P109-11-P156..P168..P176,Clear Pond,entire lake,Saint Lawrence River,L,72.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0153.pdf,293245.325701550000000,0.025146992359652,0.000033175493423
