SAMPLE_NAME,Characteristic Name,resultvalue,resultunit,labnamecode,Lab Sample Name,,,,,,,,
18-223-B1,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018236016,,,,,,,,
18-223-B1,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018236016,,,,,,,,
18-223-B2,Chlorophyll a (probe relative fluorescence),732.50,µg/L,UFI,2018257007,,,,,,,,
18-223-B2,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",699.70,µg/L,UFI,2018257007,,,,,,,,
18-223-B2,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",32.80,µg/L,UFI,2018257007,,,,,,,,
18-223-B2,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018257007,,,,,,,,
18-223-B2,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018257007,,,,,,,,
18-223-B3,Chlorophyll a (probe relative fluorescence),197.00,µg/L,UFI,2018257008,,,,,,,,
18-223-B3,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",185.50,µg/L,UFI,2018257008,,,,,,,,
18-223-B3,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",11.60,µg/L,UFI,2018257008,,,,,,,,
18-223-B3,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018257008,,,,,,,,
18-223-B3,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018257008,,,,,,,,
18-223-B4,Chlorophyll a (probe relative fluorescence),95.40,µg/L,UFI,2018271025,,,,,,,,
18-223-B4,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",49.40,µg/L,UFI,2018271025,,,,,,,,
18-223-B4,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",22.50,µg/L,UFI,2018271025,,,,,,,,
18-223-B4,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",16.20,µg/L,UFI,2018271025,,,,,,,,
18-223-B4,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",7.30,µg/L,UFI,2018271025,,,,,,,,
18-223-B5,Chlorophyll a (probe relative fluorescence),894.90,µg/L,UFI,2018271026,,,,,,,,
18-223-B5,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",871.30,µg/L,UFI,2018271026,,,,,,,,
18-223-B5,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",23.50,µg/L,UFI,2018271026,,,,,,,,
18-223-B5,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018271026,,,,,,,,
18-223-B5,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018271026,,,,,,,,
18-223-B6,Chlorophyll a (probe relative fluorescence),3774.60,µg/L,UFI,2018292003,,,,,,,,
18-223-B6,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",3710.80,µg/L,UFI,2018292003,,,,,,,,
18-223-B6,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",63.80,µg/L,UFI,2018292003,,,,,,,,
18-223-B6,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018292003,,,,,,,,
18-223-B6,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018292003,,,,,,,,
18-223-B7,Chlorophyll a (probe relative fluorescence),24658.00,µg/L,UFI,2018298008,,,,,,,,
18-223-B7,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",24068.30,µg/L,UFI,2018298008,,,,,,,,
18-223-B7,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",589.70,µg/L,UFI,2018298008,,,,,,,,
18-223-B7,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018298008,,,,,,,,
18-223-B7,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018298008,,,,,,,,
18-224-01,Chlorophyll a (probe relative fluorescence),2.30,µg/L,UFI,2018155004,,,,,,,,
18-224-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.40,µg/L,UFI,2018155004,,,,,,,,
18-224-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.60,µg/L,UFI,2018155004,,,,,,,,
18-224-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018155004,,,,,,,,
18-224-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018155004,,,,,,,,
18-224-02,Chlorophyll a (probe relative fluorescence),2.40,µg/L,UFI,2018166001,,,,,,,,
18-224-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.10,µg/L,UFI,2018166001,,,,,,,,
18-224-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018166001,,,,,,,,
18-224-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018166001,,,,,,,,
18-224-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018166001,,,,,,,,
18-224-03,Chlorophyll a (probe relative fluorescence),1.00,µg/L,UFI,2018179041,,,,,,,,
18-224-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.50,µg/L,UFI,2018179041,,,,,,,,
18-224-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018179041,,,,,,,,
18-224-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018179041,,,,,,,,
18-224-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.10,µg/L,UFI,2018179041,,,,,,,,
18-224-04,Chlorophyll a (probe relative fluorescence),2.10,µg/L,UFI,2018192061,,,,,,,,
18-224-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.50,µg/L,UFI,2018192061,,,,,,,,
18-224-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018192061,,,,,,,,
18-224-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018192061,,,,,,,,
18-224-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018192061,,,,,,,,
18-224-05,Chlorophyll a (probe relative fluorescence),2.90,µg/L,UFI,2018207088,,,,,,,,
18-224-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.90,µg/L,UFI,2018207088,,,,,,,,
18-224-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018207088,,,,,,,,
18-224-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018207088,,,,,,,,
18-224-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018207088,,,,,,,,
18-224-06,Chlorophyll a (probe relative fluorescence),5.30,µg/L,UFI,2018220066,,,,,,,,
18-224-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.40,µg/L,UFI,2018220066,,,,,,,,
18-224-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.50,µg/L,UFI,2018220066,,,,,,,,
18-224-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018220066,,,,,,,,
18-224-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018220066,,,,,,,,
18-224-07,Chlorophyll a (probe relative fluorescence),4.60,µg/L,UFI,2018234061,,,,,,,,
18-224-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.40,µg/L,UFI,2018234061,,,,,,,,
18-224-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.60,µg/L,UFI,2018234061,,,,,,,,
18-224-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018234061,,,,,,,,
18-224-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018234061,,,,,,,,
18-224-08,Chlorophyll a (probe relative fluorescence),1.70,µg/L,UFI,2018249048,,,,,,,,
18-224-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.80,µg/L,UFI,2018249048,,,,,,,,
18-224-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018249048,,,,,,,,
18-224-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018249048,,,,,,,,
18-224-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018249048,,,,,,,,
18-224-99,Chlorophyll a (probe relative fluorescence),2.20,µg/L,UFI,2018165020,,,,,,,,
18-224-99,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.30,µg/L,UFI,2018165020,,,,,,,,
18-224-99,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.70,µg/L,UFI,2018165020,,,,,,,,
18-224-99,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018165020,,,,,,,,
18-224-99,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018165020,,,,,,,,
18-224-B1,Chlorophyll a (probe relative fluorescence),1445.70,µg/L,UFI,2018234020,,,,,,,,
18-224-B1,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1242.80,µg/L,UFI,2018234020,,,,,,,,
18-224-B1,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",202.90,µg/L,UFI,2018234020,,,,,,,,
18-224-B1,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018234020,,,,,,,,
18-224-B1,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018234020,,,,,,,,
18-225-01,Chlorophyll a (probe relative fluorescence),6.70,µg/L,UFI,2018156025,,,,,,,,
18-225-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.50,µg/L,UFI,2018156025,,,,,,,,
18-225-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.00,µg/L,UFI,2018156025,,,,,,,,
18-225-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.80,µg/L,UFI,2018156025,,,,,,,,
18-225-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018156025,,,,,,,,
18-225-02,Chlorophyll a (probe relative fluorescence),5.70,µg/L,UFI,2018170057,,,,,,,,
18-225-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.10,µg/L,UFI,2018170057,,,,,,,,
18-225-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.10,µg/L,UFI,2018170057,,,,,,,,
18-225-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018170057,,,,,,,,
18-225-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018170057,,,,,,,,
18-225-04,Chlorophyll a (probe relative fluorescence),9.00,µg/L,UFI,2018199026,,,,,,,,
18-225-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",6.80,µg/L,UFI,2018199026,,,,,,,,
18-225-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.40,µg/L,UFI,2018199026,,,,,,,,
18-225-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018199026,,,,,,,,
18-225-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018199026,,,,,,,,
18-225-06,Chlorophyll a (probe relative fluorescence),6.30,µg/L,UFI,2018234036,,,,,,,,
18-225-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.70,µg/L,UFI,2018234036,,,,,,,,
18-225-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.10,µg/L,UFI,2018234036,,,,,,,,
18-225-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018234036,,,,,,,,
18-225-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018234036,,,,,,,,
18-225-07,Chlorophyll a (probe relative fluorescence),6.90,µg/L,UFI,2018248132,,,,,,,,
18-225-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.00,µg/L,UFI,2018248132,,,,,,,,
18-225-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.90,µg/L,UFI,2018248132,,,,,,,,
18-225-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018248132,,,,,,,,
18-225-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018248132,,,,,,,,
18-225-08,Chlorophyll a (probe relative fluorescence),3.50,µg/L,UFI,2018268035,,,,,,,,
18-225-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018268035,,,,,,,,
18-225-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.10,µg/L,UFI,2018268035,,,,,,,,
18-225-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018268035,,,,,,,,
18-225-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.10,µg/L,UFI,2018268035,,,,,,,,
18-225-B2,Chlorophyll a (probe relative fluorescence),2546.50,µg/L,UFI,2018170014,,,,,,,,
18-225-B2,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2256.80,µg/L,UFI,2018170014,,,,,,,,
18-225-B2,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",232.80,µg/L,UFI,2018170014,,,,,,,,
18-225-B2,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",57.00,µg/L,UFI,2018170014,,,,,,,,
18-225-B2,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018170014,,,,,,,,
18-225-B3,Chlorophyll a (probe relative fluorescence),210.70,µg/L,UFI,2018184012,,,,,,,,
18-225-B3,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",183.40,µg/L,UFI,2018184012,,,,,,,,
18-225-B3,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",19.60,µg/L,UFI,2018184012,,,,,,,,
18-225-B3,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",7.60,µg/L,UFI,2018184012,,,,,,,,
18-225-B3,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018184012,,,,,,,,
18-225-B4,Chlorophyll a (probe relative fluorescence),515.40,µg/L,UFI,2018199027,,,,,,,,
18-225-B4,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",391.30,µg/L,UFI,2018199027,,,,,,,,
18-225-B4,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",115.90,µg/L,UFI,2018199027,,,,,,,,
18-225-B4,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.30,µg/L,UFI,2018199027,,,,,,,,
18-225-B4,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.90,µg/L,UFI,2018199027,,,,,,,,
18-225-B5,Chlorophyll a (probe relative fluorescence),5325.90,µg/L,UFI,2018220045,,,,,,,,
18-225-B5,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",4804.50,µg/L,UFI,2018220045,,,,,,,,
18-225-B5,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",364.50,µg/L,UFI,2018220045,,,,,,,,
18-225-B5,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",156.90,µg/L,UFI,2018220045,,,,,,,,
18-225-B5,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018220045,,,,,,,,
18-225-B6,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",597.70,µg/L,UFI,2018262005,,,,,,,,
18-225-B6,Chlorophyll a (probe relative fluorescence),597.70,µg/L,UFI,2018262005,,,,,,,,
18-225-B6,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018262005,,,,,,,,
18-225-B6,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018262005,,,,,,,,
18-225-B6,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018262005,,,,,,,,
18-225-B7,Chlorophyll a (probe relative fluorescence),2408.10,µg/L,UFI,2018268036,,,,,,,,
18-225-B7,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1403.60,µg/L,UFI,2018268036,,,,,,,,
18-225-B7,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",668.00,µg/L,UFI,2018268036,,,,,,,,
18-225-B7,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",252.00,µg/L,UFI,2018268036,,,,,,,,
18-225-B7,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",84.50,µg/L,UFI,2018268036,,,,,,,,
18-226-01,Chlorophyll a (probe relative fluorescence),10.00,µg/L,UFI,2018165012,,,,,,,,
18-226-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",8.70,µg/L,UFI,2018165012,,,,,,,,
18-226-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.30,µg/L,UFI,2018165012,,,,,,,,
18-226-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018165012,,,,,,,,
18-226-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018165012,,,,,,,,
18-226-02,Chlorophyll a (probe relative fluorescence),6.20,µg/L,UFI,2018179013,,,,,,,,
18-226-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.30,µg/L,UFI,2018179013,,,,,,,,
18-226-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.10,µg/L,UFI,2018179013,,,,,,,,
18-226-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018179013,,,,,,,,
18-226-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018179013,,,,,,,,
18-226-03,Chlorophyll a (probe relative fluorescence),6.80,µg/L,UFI,2018191015,,,,,,,,
18-226-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.30,µg/L,UFI,2018191015,,,,,,,,
18-226-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.00,µg/L,UFI,2018191015,,,,,,,,
18-226-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018191015,,,,,,,,
18-226-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018191015,,,,,,,,
18-226-04,Chlorophyll a (probe relative fluorescence),7.90,µg/L,UFI,2018205039,,,,,,,,
18-226-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.90,µg/L,UFI,2018205039,,,,,,,,
18-226-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.50,µg/L,UFI,2018205039,,,,,,,,
18-226-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018205039,,,,,,,,
18-226-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018205039,,,,,,,,
18-226-05,Chlorophyll a (probe relative fluorescence),5.00,µg/L,UFI,2018220034,,,,,,,,
18-226-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.50,µg/L,UFI,2018220034,,,,,,,,
18-226-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018220034,,,,,,,,
18-226-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.60,µg/L,UFI,2018220034,,,,,,,,
18-226-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018220034,,,,,,,,
18-226-06,Chlorophyll a (probe relative fluorescence),8.00,µg/L,UFI,2018234059,,,,,,,,
18-226-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",5.10,µg/L,UFI,2018234059,,,,,,,,
18-226-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.60,µg/L,UFI,2018234059,,,,,,,,
18-226-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.70,µg/L,UFI,2018234059,,,,,,,,
18-226-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.60,µg/L,UFI,2018234059,,,,,,,,
18-226-07,Chlorophyll a (probe relative fluorescence),3.80,µg/L,UFI,2018249068,,,,,,,,
18-226-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.40,µg/L,UFI,2018249068,,,,,,,,
18-226-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018249068,,,,,,,,
18-226-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.60,µg/L,UFI,2018249068,,,,,,,,
18-226-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018249068,,,,,,,,
18-226-08,Chlorophyll a (probe relative fluorescence),9.40,µg/L,UFI,2018261152,,,,,,,,
18-226-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",8.80,µg/L,UFI,2018261152,,,,,,,,
18-226-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018261152,,,,,,,,
18-226-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018261152,,,,,,,,
18-226-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018261152,,,,,,,,
18-228-01,Chlorophyll a (probe relative fluorescence),6.60,µg/L,UFI,2018170021,,,,,,,,
18-228-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",6.10,µg/L,UFI,2018170021,,,,,,,,
18-228-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018170021,,,,,,,,
18-228-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018170021,,,,,,,,
18-228-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018170021,,,,,,,,
18-228-02,Chlorophyll a (probe relative fluorescence),2.00,µg/L,UFI,2018184017,,,,,,,,
18-228-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018184017,,,,,,,,
18-228-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.60,µg/L,UFI,2018184017,,,,,,,,
18-228-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018184017,,,,,,,,
18-228-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018184017,,,,,,,,
18-228-03,Chlorophyll a (probe relative fluorescence),2.90,µg/L,UFI,2018198018,,,,,,,,
18-228-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.50,µg/L,UFI,2018198018,,,,,,,,
18-228-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.90,µg/L,UFI,2018198018,,,,,,,,
18-228-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018198018,,,,,,,,
18-228-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018198018,,,,,,,,
18-228-04,Chlorophyll a (probe relative fluorescence),3.50,µg/L,UFI,2018212022,,,,,,,,
18-228-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.50,µg/L,UFI,2018212022,,,,,,,,
18-228-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018212022,,,,,,,,
18-228-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018212022,,,,,,,,
18-228-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018212022,,,,,,,,
18-228-05,Chlorophyll a (probe relative fluorescence),3.00,µg/L,UFI,2018228014,,,,,,,,
18-228-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.20,µg/L,UFI,2018228014,,,,,,,,
18-228-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018228014,,,,,,,,
18-228-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018228014,,,,,,,,
18-228-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018228014,,,,,,,,
18-228-06,Chlorophyll a (probe relative fluorescence),4.20,µg/L,UFI,2018240076,,,,,,,,
18-228-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.20,µg/L,UFI,2018240076,,,,,,,,
18-228-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018240076,,,,,,,,
18-228-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018240076,,,,,,,,
18-228-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018240076,,,,,,,,
18-228-07,Chlorophyll a (probe relative fluorescence),5.20,µg/L,UFI,2018257010,,,,,,,,
18-228-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.30,µg/L,UFI,2018257010,,,,,,,,
18-228-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.30,µg/L,UFI,2018257010,,,,,,,,
18-228-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018257010,,,,,,,,
18-228-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018257010,,,,,,,,
18-229-01,Chlorophyll a (probe relative fluorescence),3.70,µg/L,UFI,2018163034,,,,,,,,
18-229-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.70,µg/L,UFI,2018163034,,,,,,,,
18-229-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.40,µg/L,UFI,2018163034,,,,,,,,
18-229-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018163034,,,,,,,,
18-229-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018163034,,,,,,,,
18-229-02,Chlorophyll a (probe relative fluorescence),6.60,µg/L,UFI,2018177067,,,,,,,,
18-229-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.70,µg/L,UFI,2018177067,,,,,,,,
18-229-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.00,µg/L,UFI,2018177067,,,,,,,,
18-229-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018177067,,,,,,,,
18-229-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018177067,,,,,,,,
